Date,Description,Amount,Type,Category
"01-26-2026","MERKAZ HABRITH FOR AIRMONT NY                01/23",50.00,"expense","Random"
"01-26-2026","NEWDAY AIRMONT NY                            01/24",111.88,"expense","Random"
"01-26-2026","AMAZON MKTPL*VP1QZ8V Amzn.com/bill WA        01/23",24.78,"expense","Amazon & Target"
"01-26-2026","NEWDAY AIRMONT NY                            01/24",1.99,"expense","Random"
"01-26-2026","EVERGREEN UPTOWN POMONA NY                   01/22",1.94,"expense","Random"
"01-26-2026","NEWDAY 845-414-3000 NY                       01/23",238.05,"expense","Random"
"01-23-2026","1-800-690-1803   UptempoMkt                 PPD ID: 472223289",445.40,"expense","Random"
"01-23-2026","IC* INSTACART INSTACART.COM CA               01/23",161.86,"expense","Car"
"01-23-2026","TST*KRISPY BY GG - UPTO Pomona NY            01/22",46.58,"expense","Random"
"01-23-2026","MERKAZ HABRITH FOR AIRMONT NY                01/22",36.00,"expense","Random"
"01-23-2026","SLICE N SPICE INC. 845-4149050 NY            01/22",11.38,"expense","Random"
"01-23-2026","APPLE.COM/BILL 866-712-7753 CA               01/22",10.99,"expense","Random"
"01-23-2026","Spotify USA 877-7781161 NY                   01/22",19.99,"expense","Random"
"01-23-2026","THE HOME DEPOT #1261 NANUET NY               01/21",82.23,"expense","Random"
"01-23-2026","KUPATH EZRAH OF ROCKL 845-426-6504 NY        01/21",30.00,"expense","Random"
"01-23-2026","THE HOME DEPOT #1261 NANUET NY               01/21",28.11,"income","Random"
"01-23-2026","THE HOME DEPOT #1261 NANUET NY               01/21",54.12,"income","Random"
"01-22-2026","DOMESTIC INCOMING WIRE FEE",15.00,"expense","Random"
"01-22-2026","EVERGREEN UPTOWN POMONA NY                   01/22",186.10,"expense","Random"
"01-22-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         01/22",5.00,"expense","Random"
"01-22-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         01/22",19.08,"expense","Random"
"01-22-2026","Zelle payment to NEW CITY ACUPUNCTURE WELLNESS PLLC, NEW CITY, NY 27786554108",150.00,"expense","Charity"
"01-22-2026","AMAZON MKTPL*PU5YP7H Amzn.com/bill WA        01/22",21.66,"expense","Amazon & Target"
"01-22-2026","AMAZON MKTPL*5H7AW3N Amzn.com/bill WA        01/22",29.25,"expense","Amazon & Target"
"01-22-2026","AMAZON MKTPL*A20EE5Y Amzn.com/bill WA        01/22",77.96,"expense","Amazon & Target"
"01-22-2026","Prime Video *5N5OZ6YQ 888-802-3080 WA        01/21",4.99,"expense","Subscriptions"
"01-22-2026","AMAZON MKTPL*RE2JK6F Amzn.com/bill WA        01/22",23.83,"expense","Amazon & Target"
"01-22-2026","GOOGLE *Google One 855-836-3987 CA           01/22",3.24,"expense","Random"
"01-22-2026","IC* INSTACART*3028 INSTACART.COM CA          01/22",36.18,"expense","Car"
"01-22-2026","EXXON MONSEY MONSEY NY                       01/21",2.75,"expense","Random"
"01-22-2026","NEWDAY 845-414-3000 NY                       01/21",113.43,"expense","Random"
"01-22-2026","FEDWIRE CREDIT VIA: DIME COMMUNITY BANK/021406667 B/O: SPRINGFIELD PORTFOLIO SHEVA LLC CHESTNUT RIDGE NY 10977-6221 REF: CHASE NYC/CTR/BNF=SIMCHA M PENTELNIK OR LEAH SPRING VALLEY NY 10977-72 15 US/AC-000000004001 RFB=NOTPROVID ED IMAD: 0122GMQFMP01024217 TRN: 0951131022FF",12500.00,"income","Random"
"01-22-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         01/22",19.08,"income","Random"
"01-21-2026","Zelle payment to Mabel  27773811763",200.00,"expense","Charity"
"01-21-2026","AMAZON MKTPL*PZ2AQ6B Amzn.com/bill WA        01/21",35.73,"expense","Amazon & Target"
"01-21-2026","MONSEY MONSEY NY                             01/21",26.36,"expense","Random"
"01-21-2026","OLYMPIA PITA POMONA NY                       01/21",52.02,"expense","Random"
"01-21-2026","TOIREM.ORG CHARITY 012-345-6789 NY           01/20",36.00,"expense","Charity"
"01-21-2026","TOIREM.ORG CHARITY 845-2864736 NY            01/20",36.00,"expense","Charity"
"01-21-2026","PRIMO BRANDS/WATERSER 800-274-5282 CA        01/21",51.98,"expense","Utilities"
"01-21-2026","KAMWO 212-966-6370 NY                        01/20",83.04,"expense","Random"
"01-21-2026","GDP*KIWON LEE DDS PC MONTVALE NJ             01/20",216.50,"expense","Random"
"01-21-2026","AMAZON MKTPL*Y42WW4A Amzn.com/bill WA        01/20",35.26,"expense","Amazon & Target"
"01-21-2026","AMAZON MKTPL*T66SV12 Amzn.com/bill WA        01/21",48.76,"expense","Amazon & Target"
"01-21-2026","GOOGLE *Google One 855-836-3987 CA           01/20",3.24,"expense","Random"
"01-21-2026","NEWDAY 845-414-3000 NY                       01/20",79.60,"expense","Random"
"01-20-2026","CHECK 6196  01/20",25.00,"expense","Random"
"01-20-2026","POWERMMAKRAVMAGALLC WWW.POWERMMAK VA         01/20",111.75,"expense","Random"
"01-20-2026","POWERMMAKRAVMAGALLC WWW.POWERMMAK VA         01/20",149.00,"expense","Random"
"01-20-2026","VEOLIA WATER NEW WATER BILL                 PPD ID: 7973470200",87.39,"expense","Utilities"
"01-20-2026","OPTIMUM 7873     CABLE PMNT                 PPD ID: 9078730001",157.03,"expense","Utilities"
"01-20-2026","BKAMERICA        IC PAYMENT                 PPD ID: 1409936115",1067.49,"expense","Random"
"01-20-2026","Prime Video *T45NP7TV 888-802-3080 WA        01/20",4.99,"expense","Subscriptions"
"01-20-2026","Amazon.com*FT0C15N63 Amzn.com/bill WA        01/20",16.80,"expense","Amazon & Target"
"01-20-2026","Amazon.com*HD8R68RX3 Amzn.com/bill WA        01/20",13.44,"expense","Amazon & Target"
"01-20-2026","AMAZON MKTPL*4Q7AS83 Amzn.com/bill WA        01/20",10.83,"expense","Amazon & Target"
"01-20-2026","POWERMMAKRAVMAGALLC WWW.POWERMMAK VA         01/19",14.00,"expense","Random"
"01-20-2026","THE SPECIAL CHILDREN C 732-3670099 NJ        01/19",180.00,"expense","Random"
"01-20-2026","CTEX*FISCHERS YESHIV WWW.YESHIVASM MD        01/18",180.00,"expense","Random"
"01-20-2026","SP UDELNY.COM UDELNY.COM NY                  01/18",77.65,"expense","Random"
"01-20-2026","Zelle payment to NEW CITY ACUPUNCTURE WELLNESS PLLC, NEW CITY, NY 27745905575",150.00,"expense","Charity"
"01-20-2026","NEWDAY AIRMONT NY                            01/19",15.02,"expense","Random"
"01-20-2026","AMAZON PRIME*MF01H8E amzn.com/bill WA        01/17",2.99,"expense","Amazon & Target"
"01-20-2026","EVERGREEN KOSHER MARKET MONSEY NY            01/16",170.09,"expense","Grocery"
"01-20-2026","NEWDAY 845-414-3000 NY                       01/17",141.93,"expense","Random"
"01-20-2026","SATMAR MEAT MONSEY NY                        01/16",14.63,"expense","Random"
"01-16-2026","IC* COSTCO BY INSTAC INSTACART.COM CA        01/16",229.11,"expense","Car"
"01-16-2026","SHELL OIL 10001589000 MONSEY NY              01/15",6.48,"expense","Car"
"01-16-2026","YESHIVA OHR TORAH 845-352-0407 NY            01/15",100.00,"expense","Random"
"01-16-2026","AMAZON MKTPL*L82FP6H Amzn.com/bill WA        01/16",58.35,"expense","Amazon & Target"
"01-16-2026","DD *SLICENSPICE DOORDASH.COM CA              01/16",21.41,"expense","Random"
"01-16-2026","BIALE BNEI BRAK INSTI 516-231-0379 CA        01/15",150.00,"expense","Random"
"01-16-2026","NEWDAY 845-414-3000 NY                       01/15",10.97,"expense","Random"
"01-16-2026","NEWDAY 845-414-3000 NY                       01/15",76.48,"expense","Random"
"01-16-2026","CYM Living LLC   PAYROLL                    PPD ID: 9843518375",4627.85,"income","Paychecks"
"01-15-2026","NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",1449.69,"expense","Car"
"01-15-2026","Zelle payment to Pollack 27704672302",18.00,"expense","Charity"
"01-15-2026","Guardian Life ACH Paymnt                 PPD ID: 9555845002",37.25,"expense","Random"
"01-15-2026","THE GUARDIAN     INSUR PREM                 PPD ID: 9555845001",53.22,"expense","Random"
"01-15-2026","AMAZON MKTPL*9901A0F Amzn.com/bill WA        01/15",53.85,"expense","Amazon & Target"
"01-15-2026","Zelle payment to South Dexter Shul 27332491260",50.00,"expense","Charity"
"01-15-2026","AMAZON MKTPL*2R6W814 Amzn.com/bill WA        01/15",18.41,"expense","Amazon & Target"
"01-15-2026","DUNKIN #341836 Q35 AIRMONT NY                01/14",3.35,"expense","Random"
"01-14-2026","GULF AIRMONT SUFFERN NY              865405  01/14",40.12,"expense","Random"
"01-14-2026","TOIREM.ORG CHARITY 845-2864736 NY            01/13",56.00,"expense","Charity"
"01-14-2026","TOIREM.ORG CHARITY 012-345-6789 NY           01/13",56.00,"expense","Charity"
"01-14-2026","AMAZON MKTPL*892S45X Amzn.com/bill WA        01/14",26.08,"expense","Amazon & Target"
"01-14-2026","PHR*LifelineMedicalAs Florham Park NJ        01/13",63.21,"expense","Medical"
"01-14-2026","NEWDAY AIRMONT NY                            01/13",3.99,"expense","Random"
"01-14-2026","NEWDAY AIRMONT NY                            01/13",113.01,"expense","Random"
"01-14-2026","MAPLE PHARMACY 845-371-6464 NY               01/13",10.00,"expense","Medical"
"01-14-2026","rockland endocrine SUFFERN NY                01/12",45.00,"expense","Random"
"01-13-2026","Zelle payment to Mabel  27687577394",200.00,"expense","Charity"
"01-13-2026","Audible*C31141RQ3 Amzn.com/bill NJ           01/13",14.95,"expense","Random"
"01-13-2026","Amazon.com*TR0TB5I23 Amzn.com/bill WA        01/13",12.32,"expense","Amazon & Target"
"01-13-2026","GOOGLE *Google One 855-836-3987 CA           01/13",2.16,"expense","Random"
"01-13-2026","BAS MIKROH CAMPAIGN 845-352-5296 NY          01/12",18.00,"expense","Camp"
"01-12-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         01/12",19.07,"expense","Random"
"01-12-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         01/12",135.29,"expense","Random"
"01-12-2026","TST*YOFFEE COFFEE - Spring Valley NY         01/11",10.03,"expense","Takeout"
"01-12-2026","AMAZON MKTPL*8B0A51A Amzn.com/bill WA        01/12",36.29,"expense","Amazon & Target"
"01-12-2026","AMAZON MKTPL*UM6QW5Y Amzn.com/bill WA        01/12",16.25,"expense","Amazon & Target"
"01-12-2026","IC* INSTACART INSTACART.COM CA               01/11",37.66,"expense","Car"
"01-12-2026","Prime Video *5A6293MO 888-802-3080 WA        01/10",3.99,"expense","Subscriptions"
"01-12-2026","AMAZON MKTPL*K94Z87G Amzn.com/bill WA        01/10",14.08,"expense","Amazon & Target"
"01-12-2026","EVERGREEN KOSHER MARKET MONSEY NY            01/09",102.16,"expense","Grocery"
"01-12-2026","LINKS FAMILY INC LINKSFAMILY.O NY            01/09",25.00,"expense","Random"
"01-12-2026","AMAZON MKTPL*WK40T7R Amzn.com/bill WA        01/09",24.78,"expense","Amazon & Target"
"01-12-2026","AMAZON MKTPL*598Y865 Amzn.com/bill WA        01/09",6.78,"expense","Amazon & Target"
"01-12-2026","NEWDAY AIRMONT NY                            01/10",1.99,"expense","Random"
"01-12-2026","NEWDAY AIRMONT NY                            01/09",52.08,"expense","Random"
"01-12-2026","NEWDAY 845-414-3000 NY                       01/09",55.23,"expense","Random"
"01-12-2026","NEWDAY 845-414-3000 NY                       01/09",273.18,"expense","Random"
"01-09-2026","AMAZON MKTPL*3E3J55F Amzn.com/bill WA        01/09",114.29,"expense","Amazon & Target"
"01-09-2026","Online Transfer to  SAV ...8440 transaction#: 27272507996",40.00,"expense","Random"
"01-09-2026","1-800-690-1803   UptempoMkt                 PPD ID: 472223289",445.40,"expense","Random"
"01-09-2026","NAKI.AUDIO NAKI.AUDIO NY                     01/09",12.99,"expense","Random"
"01-09-2026","Amazon.com*TN8MK40N3 Amzn.com/bill WA        01/09",8.32,"expense","Amazon & Target"
"01-09-2026","Melaleuca Order 208-5343000 ID               01/08",94.76,"expense","Random"
"01-09-2026","TALMUDICAL ACADEMY O TALMUDICALACA MD        01/08",18.00,"expense","Random"
"01-08-2026","Zelle payment to Miri Fisher Email 27629976050",45.00,"expense","Charity"
"01-08-2026","Prime Video *EV46Z9DY 888-802-3080 WA        01/07",3.99,"expense","Subscriptions"
"01-08-2026","DABBL JUSTDABBL.COM FL                       01/08",19.99,"expense","Random"
"01-08-2026","POWERMMAKRAVMAGALLC WWW.POWERMMAK VA         01/07",35.00,"expense","Random"
"01-08-2026","SAR SHALOM BROOKLYN NY                       01/07",36.00,"expense","Random"
"01-07-2026","TARGET.COM BROOKLYN PARK MN                  01/07",67.49,"expense","Amazon & Target"
"01-07-2026","CHECK 6193  01/07",25.00,"expense","Random"
"01-07-2026","TARGET.COM BROOKLYN PARK MN                  01/07",11.91,"expense","Amazon & Target"
"01-07-2026","INTUIT *QBooks Onlin CL.INTUIT.COM CA        01/07",41.18,"expense","Random"
"01-07-2026","TOIREM.ORG CHARITY 845-2864736 NY            01/06",136.00,"expense","Charity"
"01-07-2026","TOIREM.ORG CHARITY 012-345-6789 NY           01/06",136.00,"expense","Charity"
"01-07-2026","BNOS OF MONSEY 845-244-0585 NY               01/06",20.00,"expense","Random"
"01-07-2026","SUPREME HEALTH FOOD CE 845-4266004 NY        01/05",73.46,"expense","Medical"
"01-06-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         01/06",141.25,"expense","Random"
"01-06-2026","Zelle payment to Chana P. 27607378577",15.53,"expense","Charity"
"01-06-2026","Zelle payment to Miri Fisher Email 27607346742",45.00,"expense","Charity"
"01-06-2026","CK *MOSDOS MICHELSHTA 845-652-3493 NY        01/05",120.00,"expense","Random"
"01-06-2026","CTEX*YAD YISROEL WWW.YADYISROE NY            01/06",180.00,"expense","Random"
"01-06-2026","NEWDAY 845-414-3000 NY                       01/05",133.37,"expense","Random"
"01-05-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         01/05",169.13,"expense","Random"
"01-05-2026","Zelle payment to Ahava Holistic JPM99c119gyg",40.00,"expense","Charity"
"01-05-2026","Zelle payment to Mabel  27584337091",200.00,"expense","Charity"
"01-05-2026","Zelle payment to NEW CITY ACUPUNCTURE WELLNESS PLLC, NEW CITY, NY 27580854052",150.00,"expense","Charity"
"01-05-2026","Zelle payment to Grandmama 27579472907",163.00,"expense","Charity"
"01-05-2026","Peacock X9098 Premium 212-6640138 NY         01/04",10.99,"expense","Random"
"01-05-2026","WWW.24SIX.APP WWW.24SIX.APP NY               01/03",9.99,"expense","Random"
"01-05-2026","UNITED REFUAH HS UNITED REF                 PPD ID: 9208701002",199.00,"expense","Random"
"01-05-2026","O & R UTILITIES  ORU        81773200001     CCD ID: 2462467001",493.00,"expense","Random"
"01-05-2026","Shaarei Arazim   FACTS      000000264274315 WEB ID: 9470751402",1500.00,"expense","Random"
"01-05-2026","Amazon Tips*VQ04A05X Amzn.com/bill WA        01/02",5.00,"expense","Amazon & Target"
"01-05-2026","EVERGREEN KOSHER MARKET MONSEY NY            01/02",143.84,"expense","Grocery"
"01-05-2026","AMAZON MKTPL*BD5L84O Amzn.com/bill WA        01/03",19.96,"expense","Amazon & Target"
"01-05-2026","NEWDAY 845-414-3000 NY                       01/03",151.32,"expense","Random"
"01-05-2026","MAPLE PHARMACY 845-371-6464 NY               01/02",47.98,"expense","Medical"
"01-05-2026","REFUAH HEALTH CENTER SPRING VALLEY NY        01/02",30.00,"expense","Medical"
"01-05-2026","NEWDAY AIRMONT NY                            01/02",25.17,"expense","Random"
"01-05-2026","NEWDAY 845-414-3000 NY                       01/02",166.94,"expense","Random"
"01-05-2026","Claim reversal: GOVIS LLC 786-3055494 FL                     12/14  ClaimId: 225137248080001",447.00,"expense","Random"
"01-02-2026","NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",1449.69,"expense","Car"
"01-02-2026","Zelle payment to Grandmama 27558204156",1500.00,"expense","Charity"
"01-02-2026","Zelle payment to Miri Fisher Email 27548212636",45.00,"expense","Charity"
"01-02-2026","Zelle payment to NEW CITY ACUPUNCTURE WELLNESS PLLC, NEW CITY, NY 27545942095",150.00,"expense","Charity"
"01-02-2026","TARGET.COM BROOKLYN PARK MN                  01/01",79.38,"expense","Amazon & Target"
"01-02-2026","GOOGLE *CLOUD TMDGZC g.co/helppay# CA        01/01",0.56,"expense","Random"
"01-02-2026","TARGET.COM BROOKLYN PARK MN                  01/01",10.00,"expense","Amazon & Target"
"01-02-2026","Amazon.com*BF26K6YX3 Amzn.com/bill WA        01/01",73.50,"expense","Amazon & Target"
"01-02-2026","NEWDAY AIRMONT NY                            12/31",26.08,"expense","Random"
"01-02-2026","OORAH. 732-7301000 NJ                        12/31",250.00,"expense","Random"
"01-02-2026","CYM Living LLC   PAYROLL                    PPD ID: 9843518375",2239.30,"income","Paychecks"
"12-31-2025","SHULSPACE SHULSPACE.COM NJ                   12/31",49.99,"expense","Random"
"12-31-2025","ALLSTATE INS CO  INS PREM   000000943582764 WEB ID: 1360719665",369.93,"expense","Random"
"12-31-2025","YESHIVA SHAAREI ARAZI 845-426-6401 NY        12/30",100.00,"expense","Random"
"12-31-2025","YESHIVA SHAAREI ARAZI 845-426-6401 NY        12/30",100.00,"expense","Random"
"12-31-2025","Amazon.com*P37WG9JJ3 Amzn.com/bill WA        12/31",32.50,"expense","Amazon & Target"
"12-31-2025","AMAZON MKTPL*ID30A4U Amzn.com/bill WA        12/31",62.84,"expense","Amazon & Target"
"12-31-2025","AMAZON MKTPL*985ZA1E Amzn.com/bill WA        12/31",18.31,"expense","Amazon & Target"
"12-31-2025","Amazon.com*SP4WR8313 Amzn.com/bill WA        12/30",11.87,"expense","Amazon & Target"
"12-31-2025","NEWDAY AIRMONT NY                            12/30",3.98,"expense","Random"
"12-31-2025","NEWDAY AIRMONT NY                            12/30",9.08,"expense","Random"
"12-31-2025","BONEI OLAM 718-252-1212 NY                   12/30",75.00,"expense","Random"
"12-31-2025","NEWDAY 845-414-3000 NY                       12/30",197.00,"expense","Random"
"12-30-2025","Zelle payment to Mabel  27520269339",200.00,"expense","Charity"
"12-30-2025","Zelle payment to OZER DALIM OF LAKEWOOD INC, LAKEWOOD, NJ 27518100495",225.00,"expense","Charity"
"12-30-2025","Peacock 6CC07 Premium 212-6640138 NY         12/30",10.99,"expense","Random"
"12-30-2025","Melaleuca Order 208-5343000 ID               12/29",52.77,"expense","Random"
"12-30-2025","CUFF & CO. SPRING VALLEY NY                  12/28",371.99,"expense","Random"
"12-30-2025","UNIFORM DEPOT MONSEY NY                      12/28",224.93,"expense","Random"
"12-29-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/26M TAHBURA",4.51,"expense","Random"
"12-29-2025","Zelle payment to Miri Fisher Email 27506654557",45.00,"expense","Charity"
"12-29-2025","Zelle payment to ROCHEL FIELD 27506651717",20.00,"expense","Charity"
"12-29-2025","IC* INSTACART INSTACART.COM CA               12/29",14.32,"expense","Car"
"12-29-2025","IC* INSTACART INSTACART.COM CA               12/29",43.50,"expense","Car"
"12-29-2025","MICROSOFT*MICROSOFT MICROSOFT.COM WA         12/29",14.08,"expense","Random"
"12-29-2025","KETER JUDAICA MONSEY SPRING VALLEY NY599961  12/28",68.00,"expense","Random"
"12-29-2025","TORAH UMESORAH TORAH-UMESORA NY              12/28",90.00,"expense","Random"
"12-29-2025","EXXON SPRING VALLEY NANUET NY                12/28",47.11,"expense","Random"
"12-29-2025","PY *HAVA JAVA WESLEY MONSEY NY               12/28",6.45,"expense","Random"
"12-29-2025","HAVA JAVA - A MONSEY NY                      12/28",21.35,"expense","Random"
"12-29-2025","HAVA JAVA - A MONSEY NY                      12/28",27.53,"expense","Random"
"12-29-2025","LS HOSIERY BOUTIQUE 845-3627625 NY           12/28",78.67,"expense","Random"
"12-29-2025","THE LACED SHOE MONSEY NY                     12/28",160.96,"expense","Random"
"12-29-2025","Zelle payment to Yitzy Weinstein 27490348498",100.00,"expense","Charity"
"12-29-2025","SQ *NEW CITY ACUPUNCTUR gosq.com NY          12/28",185.00,"expense","Random"
"12-29-2025","SLICE N SPICE AIRMONT NY                     12/28",136.44,"expense","Random"
"12-29-2025","Amazon.com*I89270H83 Amzn.com/bill WA        12/28",6.38,"expense","Amazon & Target"
"12-29-2025","AMAZON MKTPL*QK2TP24 Amzn.com/bill WA        12/28",21.66,"expense","Amazon & Target"
"12-29-2025","AMAZON MKTPL*W65U28K Amzn.com/bill WA        12/27",29.21,"expense","Amazon & Target"
"12-29-2025","JIOBIT.COM JIOBIT.COM CA                     12/27",9.74,"expense","Random"
"12-29-2025","PRIMO BRANDS/WATERSER 800-274-5282 CA        12/27",51.98,"expense","Utilities"
"12-29-2025","EVERGREEN KOSHER MARKET MONSEY NY            12/26",122.23,"expense","Grocery"
"12-29-2025","NEWDAY 845-414-3000 NY                       12/27",83.93,"expense","Random"
"12-29-2025","NEWDAY AIRMONT NY                            12/27",6.49,"expense","Random"
"12-29-2025","M TAHBURA  PANGO MOVEII JERUSALEM            12/26 IL Shekel  478.00 X 0.3148326 (EXCHG RTE)",150.49,"expense","Random"
"12-29-2025","NEWDAY 845-414-3000 NY                       12/26",131.41,"expense","Random"
"12-29-2025","Reversal: GOVIS LLC 191-7900315 FL                     12/14  ClaimId: 225137248080001",149.00,"expense","Random"
"12-26-2025","Zelle payment to Mabel  27474057539",350.00,"expense","Charity"
"12-26-2025","Zelle payment to M Katzmen JPM99bzvbs4l",25.00,"expense","Charity"
"12-26-2025","VISIBLE 866-331-3527 CO                      12/26",25.00,"expense","Random"
"12-26-2025","SP UDELNY.COM UDELNY.COM NY                  12/26",86.79,"expense","Random"
"12-26-2025","IC* INSTACART INSTACART.COM CA               12/26",122.96,"expense","Car"
"12-26-2025","Blink amzn.com/bill WA                       12/25",4.32,"expense","Random"
"12-26-2025","SEASONS EXPRESS 184-59159996 NY              12/25",8.98,"expense","Random"
"12-26-2025","1-800-690-1803   UptempoMkt                 PPD ID: 472223289",445.40,"expense","Random"
"12-26-2025","Spring Valley    FACTS      000000263504578 WEB ID: 9470751402",3780.00,"expense","Random"
"12-26-2025","APPLE.COM/BILL 866-712-7753 CA               12/25",23.31,"expense","Random"
"12-26-2025","KAYX 845-352-1222 NY                         12/25",60.00,"expense","Random"
"12-26-2025","Melaleuca Order 208-5343000 ID               12/24",119.55,"expense","Random"
"12-26-2025","NEWDAY 845-414-3000 NY                       12/24",135.01,"expense","Random"
"12-26-2025","1151 CYM LIVING  PAYROLL                    PPD ID: 13684052",5639.99,"income","Paychecks"
"12-24-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/22UPY*MENOL",0.09,"expense","Random"
"12-24-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/22MASHKAR L",0.10,"expense","Random"
"12-24-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/22CAFE CAFE",0.16,"expense","Takeout"
"12-24-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/22DELEK MEN",0.46,"expense","Random"
"12-24-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/22DUTY FREE",0.59,"expense","Random"
"12-24-2025","TARGET.COM BROOKLYN PARK MN                  12/24",64.54,"expense","Amazon & Target"
"12-24-2025","CHECK 6194",50.00,"expense","Random"
"12-24-2025","Zelle payment to Klugman JPM99bzm8som",5.00,"expense","Charity"
"12-24-2025","VISIBLE 866-331-3527 CO                      12/24",25.00,"expense","Random"
"12-24-2025","IC* COSTCO BY INSTAC INSTACART.COM CA        12/23",156.16,"expense","Car"
"12-24-2025","AMAZON MKTPL*TP8A747 Amzn.com/bill WA        12/24",140.05,"expense","Amazon & Target"
"12-24-2025","SHELL OIL 10001589000 MONSEY NY              12/23",9.00,"expense","Car"
"12-24-2025","UPY*MENOLID-HERUT ST RISHON LEZION           12/22 IL Shekel  10.00 X 0.3130000 (EXCHG RTE)",3.13,"expense","Random"
"12-24-2025","DUTY FREE SWEETS LOD                         12/22 IL Shekel  63.20 X 0.3132911 (EXCHG RTE)",19.80,"expense","Random"
"12-24-2025","CAFE CAFE LOD NAMAL TEU                      12/22 IL Shekel  18.00 X 0.3133333 (EXCHG RTE)",5.64,"expense","Takeout"
"12-24-2025","MASHKAR LTD KEISARYA                         12/22 IL Shekel  11.00 X 0.3136364 (EXCHG RTE)",3.45,"expense","Random"
"12-24-2025","ALBAR RISON LEZION                           12/22",990.00,"expense","Random"
"12-24-2025","DELEK MENTA NATBAG                           12/22 IL Shekel  49.14 X 0.3131868 (EXCHG RTE)",15.39,"expense","Random"
"12-23-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/21SDE HAMAC",0.09,"expense","Random"
"12-23-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/21super zol",0.35,"expense","Random"
"12-23-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/21SDE HAMAC",0.82,"expense","Random"
"12-23-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/21MAYAN 200",0.86,"expense","Random"
"12-23-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/21MZOYNES J",0.92,"expense","Random"
"12-23-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/21NECHAMA B",0.95,"expense","Random"
"12-23-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/21PAZ OIL L",2.01,"expense","Random"
"12-23-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/18PAPAGAIO",15.27,"expense","Random"
"12-23-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/21RUBEN JER",18.45,"expense","Random"
"12-23-2025","CHECK 6199",50.00,"expense","Random"
"12-23-2025","STARBUCKS ARRIVALS EWR NEWARK NJ             12/22",24.88,"expense","Random"
"12-23-2025","APPLE.COM/BILL 866-712-7753 CA               12/22",10.99,"expense","Random"
"12-23-2025","Spotify USA 877-7781161 NY                   12/22",19.99,"expense","Random"
"12-23-2025","UA INFLT    01643556034 HOUSTON TX           12/22",16.99,"expense","Random"
"12-23-2025","MAYAN 2000 LTD JERUSALEM                     12/21 IL Shekel  91.70 X 0.3131952 (EXCHG RTE)",28.72,"expense","Random"
"12-23-2025","PAZ OIL LTD JERUSALEM                        12/21 IL Shekel  214.83 X 0.3132244 (EXCHG RTE)",67.29,"expense","Random"
"12-23-2025","RUBEN JERUSALEM JERUSALEM                    12/21 IL Shekel  1964.20 X 0.3132217 (EXCHG RTE)",615.23,"expense","Random"
"12-23-2025","NECHAMA BAKERY JERUSALEM                     12/21 IL Shekel  102.00 X 0.3132353 (EXCHG RTE)",31.95,"expense","Random"
"12-23-2025","SDE HAMACHPELA CATERING HEVRON               12/21 IL Shekel  88.00 X 0.3131818 (EXCHG RTE)",27.56,"expense","Random"
"12-23-2025","SDE HAMACHPELA CATERING HEVRON               12/21 IL Shekel  10.00 X 0.3130000 (EXCHG RTE)",3.13,"expense","Random"
"12-23-2025","super zol hanave JERUSALEM                   12/21 IL Shekel  37.80 X 0.3132275 (EXCHG RTE)",11.84,"expense","Random"
"12-23-2025","MZOYNES JERUSALEM                            12/21 IL Shekel  98.74 X 0.3132469 (EXCHG RTE)",30.93,"expense","Random"
"12-23-2025","KUPATH EZRAH OF ROCKL 845-426-6504 NY        12/21",30.00,"expense","Random"
"12-23-2025","PAPAGAIO JERUSALEM JERUSALEM                 12/18 IL Shekel  1636.80 X 0.3110154 (EXCHG RTE)",509.07,"expense","Random"
"12-22-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/19super zol",0.11,"expense","Random"
"12-22-2025","FOREIGN EXCHANGE RATE ADJUSTMENT FEE         12/20capuchinu",0.13,"expense","Random"
